1050	350	0	4.17E-01	-3.81E+00	9.05E-01	1.31E+00	4.19E+00	1.00E+01	2.43E-01
1150	350	0	3.93E-01	-4.91E+00	3.21E-01	6.31E-01	4.34E+00	1.00E+01	8.46E-01
1250	350	0	4.43E-01	-5.40E+00	-6.05E-01	-2.63E-01	4.23E+00	1.06E+01	8.73E-01
1350	350	0	3.66E-01	-5.36E+00	-1.77E+00	-1.30E+00	4.17E+00	1.03E+01	1.02E+00
1450	350	0	4.04E-01	-4.98E+00	-3.12E+00	-1.99E+00	4.09E+00	1.01E+01	1.03E+00
1550	350	0	3.50E-01	-4.15E+00	-3.95E+00	-3.24E+00	3.27E+00	8.55E+00	9.90E-01
1650	350	0	3.33E-01	-2.82E+00	-4.53E+00	-3.84E+00	2.38E+00	7.50E+00	-2.39E-01
1750	350	0	3.21E-01	-1.50E+00	-4.58E+00	-4.06E+00	1.71E+00	6.44E+00	-5.24E-01
1850	350	0	2.51E-01	-5.78E-01	-4.75E+00	-3.72E+00	8.39E-01	4.92E+00	-2.75E-01
1950	350	0	2.51E-01	4.00E-01	-4.30E+00	-3.85E+00	5.28E-01	3.95E+00	-4.20E-01
50	450	0	2.18E-01	1.03E+00	4.30E+00	4.02E+00	3.66E-01	4.09E+00	-1.18E+00
150	450	0	2.44E-01	2.98E-01	4.72E+00	4.21E+00	2.75E-01	4.85E+00	-5.76E-01
250	450	0	2.78E-01	-8.55E-01	4.89E+00	4.46E+00	1.50E+00	6.17E+00	-9.26E-03
350	450	0	3.28E-01	-2.01E+00	4.51E+00	4.42E+00	2.20E+00	8.32E+00	2.76E-03
450	450	0	3.83E-01	-3.20E+00	3.96E+00	3.69E+00	2.59E+00	9.12E+00	2.37E-01
550	450	0	3.75E-01	-3.57E+00	3.02E+00	3.20E+00	3.21E+00	1.02E+01	4.69E-01
650	450	0	4.50E-01	-3.70E+00	2.24E+00	2.50E+00	2.85E+00	1.05E+01	6.23E-01
750	450	0	4.67E-01	-3.33E+00	1.63E+00	1.94E+00	2.41E+00	1.05E+01	9.16E-01
850	450	0	4.96E-01	-3.35E+00	1.47E+00	2.06E+00	2.26E+00	1.09E+01	8.86E-01
950	450	0	5.36E-01	-3.76E+00	1.48E+00	2.13E+00	2.46E+00	1.19E+01	1.77E+00
1050	450	0	5.19E-01	-4.53E+00	1.21E+00	1.95E+00	2.58E+00	1.21E+01	1.93E+00
1150	450	0	5.25E-01	-5.64E+00	5.29E-01	1.13E+00	2.99E+00	1.29E+01	2.61E+00
1250	450	0	5.64E-01	-6.30E+00	-4.39E-01	-8.99E-03	3.18E+00	1.35E+01	3.49E+00
1350	450	0	5.52E-01	-6.82E+00	-1.80E+00	-1.52E+00	3.36E+00	1.36E+01	3.67E+00
1450	450	0	5.12E-01	-6.43E+00	-3.43E+00	-3.18E+00	2.48E+00	1.26E+01	3.50E+00
1550	450	0	4.65E-01	-5.01E+00	-4.63E+00	-4.66E+00	2.17E+00	1.12E+01	2.31E+00
1650	450	0	4.27E-01	-3.17E+00	-5.48E+00	-5.60E+00	1.37E+00	9.23E+00	1.84E+00
1750	450	0	3.50E-01	-1.48E+00	-5.46E+00	-5.59E+00	6.11E-01	7.68E+00	5.47E-01
1850	450	0	3.14E-01	-6.09E-02	-5.26E+00	-5.30E+00	1.26E-01	5.28E+00	1.84E-01
1950	450	0	2.52E-01	1.20E+00	-4.76E+00	-4.57E+00	-6.80E-01	4.03E+00	-2.73E-01
50	550	0	2.33E-01	1.79E+00	4.65E+00	4.98E+00	-1.11E+00	4.37E+00	-4.56E-01
150	550	0	3.17E-01	7.42E-01	5.40E+00	5.94E+00	-1.04E+00	6.05E+00	1.51E-01
250	550	0	3.65E-01	-1.02E+00	5.64E+00	6.41E+00	-2.16E-01	7.73E+00	1.08E+00
350	550	0	4.48E-01	-2.79E+00	5.32E+00	6.04E+00	8.04E-01	1.03E+01	2.22E+00
450	550	0	4.66E-01	-4.13E+00	4.41E+00	5.41E+00	8.26E-01	1.21E+01	2.94E+00
550	550	0	5.32E-01	-4.65E+00	3.16E+00	3.84E+00	1.52E+00	1.29E+01	3.45E+00
650	550	0	5.45E-01	-4.32E+00	1.91E+00	2.44E+00	9.16E-01	1.36E+01	3.78E+00
750	550	0	5.95E-01	-3.81E+00	1.17E+00	2.27E+00	5.50E-01	1.40E+01	3.68E+00
850	550	0	6.27E-01	-3.49E+00	1.06E+00	2.02E+00	-3.28E-01	1.33E+01	3.38E+00
950	550	0	6.47E-01	-3.60E+00	1.51E+00	2.79E+00	-3.13E-01	1.34E+01	3.63E+00
1050	550	0	6.25E-01	-4.79E+00	1.47E+00	2.80E+00	-4.04E-01	1.46E+01	4.64E+00
1150	550	0	6.93E-01	-6.45E+00	9.94E-01	1.99E+00	1.28E-01	1.55E+01	6.17E+00
1250	550	0	6.96E-01	-7.76E+00	-1.02E-01	2.12E-01	1.48E-01	1.63E+01	7.44E+00
1350	550	0	6.93E-01	-8.42E+00	-1.96E+00	-1.77E+00	2.63E-01	1.65E+01	8.17E+00
1450	550	0	6.46E-01	-7.71E+00	-3.88E+00	-4.48E+00	1.07E-01	1.55E+01	7.42E+00
1550	550	0	5.73E-01	-6.02E+00	-5.24E+00	-6.60E+00	1.62E-01	1.35E+01	6.27E+00
1650	550	0	5.41E-01	-3.84E+00	-6.16E+00	-7.73E+00	-8.22E-01	1.09E+01	4.59E+00
1750	550	0	4.41E-01	-1.30E+00	-6.21E+00	-7.80E+00	-1.59E+00	8.48E+00	2.42E+00
1850	550	0	3.69E-01	3.17E-01	-5.69E+00	-7.01E+00	-1.53E+00	6.19E+00	1.04E+00
1950	550	0	3.09E-01	1.82E+00	-4.93E+00	-5.95E+00	-1.89E+00	4.49E+00	5.79E-04
50	650	0	3.29E-01	2.83E+00	4.78E+00	6.89E+00	-2.83E+00	4.88E+00	-1.60E-01
150	650	0	4.01E-01	1.47E+00	5.62E+00	8.29E+00	-2.71E+00	6.66E+00	1.37E+00
250	650	0	4.31E-01	-1.08E+00	6.17E+00	8.98E+00	-2.50E+00	9.25E+00	3.74E+00
350	650	0	5.33E-01	-3.51E+00	5.94E+00	8.24E+00	-2.55E+00	1.23E+01	5.82E+00
450	650	0	6.33E-01	-5.47E+00	4.58E+00	6.87E+00	-2.33E+00	1.47E+01	7.97E+00
550	650	0	6.43E-01	-6.22E+00	2.88E+00	4.61E+00	-2.60E+00	1.61E+01	8.85E+00
650	650	0	7.31E-01	-5.62E+00	1.34E+00	2.68E+00	-3.14E+00	1.64E+01	8.80E+00
750	650	0	7.28E-01	-4.27E+00	5.28E-01	1.71E+00	-3.67E+00	1.60E+01	8.31E+00
850	650	0	7.72E-01	-3.02E+00	4.71E-01	1.61E+00	-4.36E+00	1.50E+01	8.04E+00
950	650	0	7.62E-01	-3.05E+00	1.10E+00	3.02E+00	-5.22E+00	1.51E+01	8.36E+00
1050	650	0	7.98E-01	-4.48E+00	1.42E+00	3.99E+00	-4.91E+00	1.58E+01	9.44E+00
1150	650	0	8.85E-01	-7.27E+00	1.30E+00	3.27E+00	-4.91E+00	1.69E+01	1.23E+01
1250	650	0	8.81E-01	-9.50E+00	6.18E-02	8.77E-01	-4.70E+00	1.83E+01	1.39E+01
1350	650	0	8.59E-01	-1.05E+01	-1.94E+00	-2.55E+00	-4.70E+00	1.90E+01	1.45E+01
1450	650	0	8.05E-01	-9.70E+00	-3.96E+00	-6.30E+00	-4.34E+00	1.74E+01	1.37E+01
1550	650	0	7.61E-01	-7.26E+00	-5.66E+00	-9.12E+00	-4.27E+00	1.54E+01	1.11E+01
1650	650	0	6.50E-01	-4.30E+00	-6.38E+00	-1.06E+01	-4.22E+00	1.24E+01	8.16E+00
1750	650	0	5.04E-01	-1.07E+00	-6.46E+00	-1.05E+01	-4.22E+00	9.05E+00	5.52E+00
1850	650	0	4.26E-01	1.14E+00	-5.68E+00	-9.29E+00	-3.75E+00	7.06E+00	2.59E+00
1950	650	0	3.99E-01	2.72E+00	-4.88E+00	-7.87E+00	-3.30E+00	4.81E+00	1.53E+00
50	750	0	3.33E-01	3.57E+00	4.50E+00	8.77E+00	-4.54E+00	4.34E+00	1.05E+00
150	750	0	4.00E-01	1.92E+00	5.60E+00	1.08E+01	-5.69E+00	6.19E+00	3.72E+00
250	750	0	5.34E-01	-6.44E-01	5.95E+00	1.23E+01	-6.48E+00	9.32E+00	7.34E+00
350	750	0	6.61E-01	-4.42E+00	5.66E+00	1.15E+01	-7.30E+00	1.29E+01	1.17E+01
450	750	0	7.81E-01	-7.34E+00	4.11E+00	8.96E+00	-8.26E+00	1.57E+01	1.51E+01
550	750	0	8.40E-01	-8.23E+00	2.53E+00	5.46E+00	-8.85E+00	1.68E+01	1.69E+01
650	750	0	8.82E-01	-7.10E+00	6.27E-01	2.44E+00	-9.57E+00	1.73E+01	1.62E+01
750	750	0	8.93E-01	-4.78E+00	-2.46E-01	9.12E-01	-1.00E+01	1.58E+01	1.47E+01
850	750	0	8.87E-01	-2.54E+00	-1.73E-01	1.25E+00	-1.02E+01	1.48E+01	1.29E+01
950	750	0	9.43E-01	-2.08E+00	6.27E-01	3.55E+00	-1.10E+01	1.43E+01	1.32E+01
1050	750	0	9.64E-01	-4.31E+00	1.39E+00	5.29E+00	-1.14E+01	1.54E+01	1.59E+01
1150	750	0	1.01E+00	-7.95E+00	1.46E+00	4.76E+00	-1.12E+01	1.65E+01	1.98E+01
1250	750	0	1.06E+00	-1.10E+01	1.73E-01	2.02E+00	-1.12E+01	1.79E+01	2.22E+01
1350	750	0	1.05E+00	-1.23E+01	-1.68E+00	-3.09E+00	-1.12E+01	1.78E+01	2.38E+01
1450	750	0	9.88E-01	-1.16E+01	-3.50E+00	-8.04E+00	-1.07E+01	1.71E+01	2.21E+01
1550	750	0	8.97E-01	-8.63E+00	-5.17E+00	-1.19E+01	-9.49E+00	1.47E+01	1.81E+01
1650	750	0	7.98E-01	-4.37E+00	-5.88E+00	-1.37E+01	-8.73E+00	1.17E+01	1.32E+01
1750	750	0	6.37E-01	-7.08E-01	-5.86E+00	-1.34E+01	-7.58E+00	8.55E+00	8.16E+00
1850	750	0	4.93E-01	1.90E+00	-5.11E+00	-1.17E+01	-6.41E+00	5.73E+00	4.41E+00
1950	750	0	3.83E-01	3.56E+00	-4.16E+00	-9.42E+00	-5.52E+00	4.15E+00	2.00E+00
50	850	0	3.65E-01	4.80E+00	3.16E+00	1.05E+01	-6.49E+00	3.61E+00	1.72E+00
150	850	0	4.64E-01	2.96E+00	4.08E+00	1.33E+01	-8.14E+00	4.61E+00	5.59E+00
250	850	0	6.62E-01	-8.37E-01	4.34E+00	1.55E+01	-1.12E+01	7.46E+00	1.11E+01
350	850	0	7.87E-01	-5.33E+00	4.08E+00	1.45E+01	-1.29E+01	9.78E+00	1.81E+01
450	850	0	8.94E-01	-8.75E+00	3.08E+00	1.10E+01	-1.46E+01	1.18E+01	2.37E+01
550	850	0	9.98E-01	-9.61E+00	1.66E+00	6.02E+00	-1.62E+01	1.29E+01	2.54E+01
650	850	0	1.01E+00	-8.41E+00	1.07E-01	1.97E+00	-1.67E+01	1.32E+01	2.51E+01
750	850	0	1.05E+00	-5.15E+00	-5.31E-01	-4.73E-01	-1.68E+01	1.21E+01	2.17E+01
850	850	0	1.03E+00	-1.92E+00	-4.41E-01	7.76E-02	-1.69E+01	1.11E+01	1.88E+01
950	850	0	1.05E+00	-1.27E+00	3.77E-01	3.44E+00	-1.68E+01	1.04E+01	1.80E+01
1050	850	0	1.11E+00	-4.12E+00	1.13E+00	6.47E+00	-1.71E+01	1.08E+01	2.12E+01
1150	850	0	1.18E+00	-8.42E+00	1.15E+00	6.19E+00	-1.79E+01	1.22E+01	2.60E+01
1250	850	0	1.20E+00	-1.25E+01	4.01E-01	2.55E+00	-1.82E+01	1.33E+01	3.06E+01
1350	850	0	1.19E+00	-1.45E+01	-1.03E+00	-3.17E+00	-1.81E+01	1.37E+01	3.23E+01
1450	850	0	1.15E+00	-1.33E+01	-2.53E+00	-9.38E+00	-1.68E+01	1.24E+01	3.03E+01
1550	850	0	1.01E+00	-9.71E+00	-3.64E+00	-1.44E+01	-1.53E+01	1.04E+01	2.49E+01
1650	850	0	8.74E-01	-4.52E+00	-4.20E+00	-1.66E+01	-1.31E+01	8.56E+00	1.77E+01
1750	850	0	6.74E-01	-2.03E-01	-4.20E+00	-1.57E+01	-1.07E+01	5.89E+00	1.14E+01
1850	850	0	5.67E-01	2.87E+00	-3.54E+00	-1.37E+01	-8.86E+00	4.03E+00	5.92E+00
1950	850	0	4.36E-01	4.26E+00	-2.99E+00	-1.10E+01	-7.05E+00	2.88E+00	2.47E+00
50	950	0	3.73E-01	5.27E+00	1.23E+00	1.14E+01	-7.86E+00	1.09E+00	2.35E+00
150	950	0	5.17E-01	3.28E+00	1.28E+00	1.48E+01	-1.05E+01	1.81E+00	6.95E+00
250	950	0	6.98E-01	-5.29E-01	1.58E+00	1.72E+01	-1.37E+01	3.00E+00	1.43E+01
350	950	0	8.92E-01	-5.71E+00	1.52E+00	1.61E+01	-1.65E+01	4.00E+00	2.22E+01
450	950	0	9.92E-01	-9.72E+00	1.10E+00	1.17E+01	-1.94E+01	4.56E+00	2.89E+01
550	950	0	1.11E+00	-1.04E+01	7.03E-01	6.18E+00	-2.08E+01	4.83E+00	3.16E+01
650	950	0	1.11E+00	-9.08E+00	5.52E-02	1.31E+00	-2.16E+01	4.62E+00	3.04E+01
750	950	0	1.13E+00	-5.42E+00	-2.86E-01	-1.34E+00	-2.09E+01	4.60E+00	2.64E+01
850	950	0	1.11E+00	-1.38E+00	-1.43E-01	-1.92E-01	-2.07E+01	4.62E+00	2.23E+01
950	950	0	1.13E+00	-8.98E-01	2.11E-02	3.98E+00	-2.05E+01	4.12E+00	2.12E+01
1050	950	0	1.17E+00	-3.57E+00	4.43E-01	6.96E+00	-2.12E+01	4.13E+00	2.45E+01
1150	950	0	1.23E+00	-8.74E+00	4.46E-01	7.29E+00	-2.17E+01	4.27E+00	3.06E+01
1250	950	0	1.31E+00	-1.33E+01	1.03E-01	3.10E+00	-2.27E+01	4.64E+00	3.61E+01
1350	950	0	1.32E+00	-1.56E+01	-4.24E-01	-3.59E+00	-2.22E+01	4.91E+00	3.80E+01
1450	950	0	1.23E+00	-1.42E+01	-1.02E+00	-1.07E+01	-2.09E+01	3.80E+00	3.53E+01
1550	950	0	1.10E+00	-1.05E+01	-1.51E+00	-1.59E+01	-1.89E+01	4.12E+00	2.93E+01
1650	950	0	9.33E-01	-4.81E+00	-1.58E+00	-1.83E+01	-1.59E+01	3.42E+00	2.07E+01
1750	950	0	7.54E-01	1.38E-01	-1.43E+00	-1.78E+01	-1.29E+01	2.25E+00	1.28E+01
1850	950	0	5.71E-01	3.31E+00	-1.33E+00	-1.47E+01	-9.85E+00	1.42E+00	7.17E+00
1950	950	0	4.46E-01	4.91E+00	-8.97E-01	-1.16E+01	-8.14E+00	1.31E+00	2.99E+00
50	1050	0	4.03E-01	5.27E+00	-1.21E+00	1.15E+01	-8.15E+00	-1.19E+00	2.08E+00
150	1050	0	5.27E-01	3.51E+00	-1.28E+00	1.48E+01	-1.04E+01	-1.91E+00	6.69E+00
250	1050	0	6.64E-01	-6.58E-01	-1.68E+00	1.71E+01	-1.36E+01	-2.48E+00	1.41E+01
350	1050	0	8.78E-01	-5.97E+00	-1.50E+00	1.60E+01	-1.67E+01	-3.74E+00	2.23E+01
450	1050	0	9.88E-01	-9.65E+00	-9.92E-01	1.20E+01	-1.91E+01	-4.71E+00	2.93E+01
550	1050	0	1.08E+00	-1.08E+01	-4.60E-01	6.30E+00	-2.10E+01	-4.75E+00	3.12E+01
650	1050	0	1.10E+00	-9.31E+00	-1.10E-01	1.21E+00	-2.12E+01	-5.03E+00	3.05E+01
750	1050	0	1.12E+00	-5.41E+00	2.96E-01	-1.46E+00	-2.11E+01	-4.16E+00	2.66E+01
850	1050	0	1.11E+00	-1.60E+00	1.02E-01	-4.01E-01	-2.05E+01	-4.21E+00	2.20E+01
950	1050	0	1.12E+00	-6.41E-01	-2.48E-01	3.42E+00	-2.07E+01	-4.01E+00	2.15E+01
1050	1050	0	1.17E+00	-3.62E+00	-3.49E-01	7.03E+00	-2.10E+01	-4.23E+00	2.49E+01
1150	1050	0	1.23E+00	-8.54E+00	-5.61E-01	7.03E+00	-2.22E+01	-4.45E+00	3.11E+01
1250	1050	0	1.36E+00	-1.32E+01	-3.00E-01	2.85E+00	-2.26E+01	-4.62E+00	3.61E+01
1350	1050	0	1.33E+00	-1.55E+01	3.70E-01	-3.40E+00	-2.22E+01	-4.95E+00	3.71E+01
1450	1050	0	1.23E+00	-1.43E+01	1.04E+00	-1.09E+01	-2.12E+01	-4.53E+00	3.52E+01
1550	1050	0	1.10E+00	-1.01E+01	1.45E+00	-1.60E+01	-1.88E+01	-3.71E+00	2.92E+01
1650	1050	0	9.33E-01	-4.61E+00	1.43E+00	-1.84E+01	-1.57E+01	-3.14E+00	2.06E+01
1750	1050	0	7.45E-01	2.16E-01	1.49E+00	-1.76E+01	-1.31E+01	-1.99E+00	1.29E+01
1850	1050	0	5.74E-01	3.28E+00	1.34E+00	-1.48E+01	-1.04E+01	-1.53E+00	6.89E+00
1950	1050	0	4.64E-01	4.80E+00	1.10E+00	-1.18E+01	-7.80E+00	-4.70E-01	2.99E+00
50	1150	0	3.51E-01	4.85E+00	-3.03E+00	1.05E+01	-6.69E+00	-2.91E+00	1.93E+00
150	1150	0	5.19E-01	2.84E+00	-3.82E+00	1.33E+01	-8.76E+00	-4.90E+00	5.73E+00
250	1150	0	6.06E-01	-8.32E-01	-4.32E+00	1.54E+01	-1.09E+01	-7.21E+00	1.17E+01
350	1150	0	7.79E-01	-5.30E+00	-4.20E+00	1.45E+01	-1.29E+01	-1.01E+01	1.80E+01
450	1150	0	9.25E-01	-8.55E+00	-3.02E+00	1.09E+01	-1.47E+01	-1.24E+01	2.33E+01
550	1150	0	9.98E-01	-9.71E+00	-1.69E+00	6.10E+00	-1.61E+01	-1.30E+01	2.56E+01
650	1150	0	1.01E+00	-8.36E+00	-1.64E-01	1.80E+00	-1.66E+01	-1.30E+01	2.52E+01
750	1150	0	1.05E+00	-5.09E+00	6.37E-01	-5.04E-01	-1.67E+01	-1.19E+01	2.24E+01
850	1150	0	1.04E+00	-1.96E+00	2.32E-01	3.83E-01	-1.69E+01	-1.11E+01	1.90E+01
950	1150	0	1.04E+00	-1.38E+00	-3.13E-01	3.71E+00	-1.69E+01	-1.07E+01	1.84E+01
1050	1150	0	1.11E+00	-3.79E+00	-1.11E+00	6.29E+00	-1.75E+01	-1.12E+01	2.13E+01
1150	1150	0	1.18E+00	-8.40E+00	-1.15E+00	6.21E+00	-1.77E+01	-1.25E+01	2.62E+01
1250	1150	0	1.25E+00	-1.26E+01	-3.81E-01	2.65E+00	-1.85E+01	-1.26E+01	3.09E+01
1350	1150	0	1.21E+00	-1.45E+01	1.16E+00	-3.42E+00	-1.77E+01	-1.34E+01	3.28E+01
1450	1150	0	1.14E+00	-1.34E+01	2.58E+00	-9.62E+00	-1.71E+01	-1.28E+01	3.04E+01
1550	1150	0	1.02E+00	-9.66E+00	3.71E+00	-1.45E+01	-1.53E+01	-1.07E+01	2.52E+01
1650	1150	0	8.38E-01	-4.81E+00	4.27E+00	-1.64E+01	-1.30E+01	-8.15E+00	1.75E+01
1750	1150	0	7.11E-01	-2.59E-01	4.18E+00	-1.59E+01	-1.08E+01	-5.92E+00	1.12E+01
1850	1150	0	5.22E-01	2.68E+00	3.48E+00	-1.35E+01	-8.87E+00	-3.92E+00	5.93E+00
